# ----------------------------------------
# kaijo-fishing.com
# weekly-report-Weekly-analyss
# 20260530-20260606
# ----------------------------------------

,,セグメント,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,すべてのユーザー,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,オーガニック トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,モバイル トラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック,ウェブのトラフィック
【大阪府】海釣ぽーと田尻｜雨でも安心！橋の下にある全天候型・放流満載の釣り堀 — 海上アングラー,/fishing-facility/umizuri-port-tajiri/,new,1,1,1,125,1,0,1,1,1,125,1,0,1,1,1,125,1,0,0,0,0,0,0,0
【完全保存版】海上釣り堀の基本タックル構成｜まずはこの1セットから！ — 海上アングラー,/tactics/gear/,new,1,1,0,26,1,0,1,1,0,26,1,0,0,0,0,0,0,0,1,1,0,26,1,0
【岩手県】三陸海上釣り堀｜三陸の豊かな海で大型マダイ・青物に挑む東北アングラーの聖地 — 海上アングラー,/fishing-facility/sanriku-sea-fishing-park/,new,1,1,1,44,1,0,1,1,1,44,1,0,1,1,1,44,1,0,0,0,0,0,0,0
【広島県】海上釣り堀 海遊｜阿多田島の離島で高級魚14種が釣り放題！瀬戸内の爆釣パラダイス — 海上アングラー,/fishing-facility/kaijo-tsuribori-kaiyu/,new,1,1,1,16,0,1,1,1,1,16,0,1,1,1,1,16,0,1,0,0,0,0,0,0
【意外と知らない】海上釣り堀で一番釣れる『棚』の合わせ方と基本の考え方 — 海上アングラー,/blog/tana-basics/,established,1,1,1,34,1,0,1,1,1,34,1,0,0,0,0,0,0,0,1,1,1,34,1,0
【愛媛県】シーロード八幡浜｜600円で楽しめるバリアフリーの本格海釣りパーク — 海上アングラー,(not set),new,2,1,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1
【愛媛県】シーロード八幡浜｜600円で楽しめるバリアフリーの本格海釣りパーク — 海上アングラー,/blog/searoad-yawatahama/,new,1,1,2,71,1,0,1,1,2,71,1,0,0,0,0,0,0,0,1,1,2,71,1,0
【東海アクセス完全版】海上釣り堀へ最短で行く方法｜三重・静岡・愛知を比較 — 海上アングラー,/blog/access-tokai/,new,1,1,1,21,1,0,1,1,1,21,1,0,1,1,1,21,1,0,0,0,0,0,0,0
【極味】イサキ攻略：至高の「皮霜造り」と「白子・真子」！初夏の味覚を活かす究極レシピ — 海上アングラー,/tactics/fish-strategy/isaki/gourmet/,new,1,1,1,40,1,0,1,1,1,40,1,0,0,0,0,0,0,0,1,1,1,40,1,0
【極味】マダイの「熟成」を極める：津本式血抜きから旨味がピークに達する「3日目」の秘密 — 海上アングラー,/tactics/fish-strategy/madai/gourmet/,new,1,1,1,36,1,0,1,1,1,36,1,0,1,1,1,36,1,0,0,0,0,0,0,0
【極味】幻の巨大クエを食す！ゼラチン質が溶け出す「クエ鍋」の極意：下処理と出汁の科学 — 海上アングラー,/tactics/fish-strategy/kue/gourmet/,new,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
【海上釣り堀週報】2026年5月第5週：梅雨入り・雨天釣行の攻略法と狙い目エリア — 海上アングラー,/blog/intelligence/2026-05-w05/,new,1,1,2,39,1,0,1,1,2,39,1,0,1,1,2,39,1,0,0,0,0,0,0,0
【熊本県】天草観光海上釣り堀 楽つり｜1時間完結・手ぶらOK・観光ついでに気軽体験 — 海上アングラー,/blog/amakusa-rakutsuri/,new,1,1,1,29,1,0,1,1,1,29,1,0,0,0,0,0,0,0,1,1,1,29,1,0
【熊本県】天草釣堀レジャーランド｜時間制料金・キープシステム・予約不要で気軽に海上釣堀体験 — 海上アングラー,/fishing-facility/amakusa-leisure-land/,new,1,1,1,57,1,0,1,1,1,57,1,0,0,0,0,0,0,0,1,1,1,57,1,0
"【熊本県】海釣りランド｜格安700円・手ぶらセット2,000円・橋型桟橋で本格波止釣り体験 — 海上アングラー",/blog/sea-fishing-land/,new,1,1,1,34,1,0,1,1,1,34,1,0,1,1,1,34,1,0,0,0,0,0,0,0
【理屈】シマアジの「吸い込み型」捕食：科学が解明する、口の構造とバラシ（口切れ）の関係 — 海上アングラー,/blog/shimaji/theory/,new,1,1,3,0,0,1,1,1,3,0,0,1,1,1,3,0,0,1,0,0,0,0,0,0
【神奈川県】城ヶ島J’s Fishing｜船に乗らずに高級魚！徒歩で行ける海上釣り堀 — 海上アングラー,(not set),new,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
【福井県】ひるが海上釣堀｜三方五湖・日向湖で高級魚を狙う！手ぶらOKの人気釣り堀 — 海上アングラー,/fishing-facility/hiruga-sea-fishing-pond/,new,1,1,1,54,1,0,1,1,1,54,1,0,1,1,1,54,1,0,0,0,0,0,0,0
【福井県】シーパーク丹生｜手ぶらでGO！釣った真鯛をその場でBBQ！究極の「食育」体験 — 海上アングラー,/blog/fishing-facility/west-japan/,new,1,1,1,83,1,0,1,1,1,83,1,0,0,0,0,0,0,0,1,1,1,83,1,0
【福井県】シーパーク丹生｜手ぶらでGO！釣った真鯛をその場でBBQ！究極の「食育」体験 — 海上アングラー,/blog/sea-fishing-park-mikata/,new,1,1,0,69,1,0,1,1,0,69,1,0,0,0,0,0,0,0,1,1,0,69,1,0
【福井県】ブルーパーク阿納｜高級魚マダイを狙え！美食の宿とセットで楽しむ海釣り体験 — 海上アングラー,/fishing-facility/blue-park-ano/,new,1,1,1,94,1,0,1,1,1,94,1,0,0,0,0,0,0,0,1,1,1,94,1,0
【福岡県】うみんぐ大島｜世界遺産の島で海上釣り堀＆堤防釣りを満喫！手ぶらOKの海洋体験施設 — 海上アングラー,/blog/umingu-oshima/,new,1,1,1,106,1,0,1,1,1,106,1,0,1,1,1,106,1,0,0,0,0,0,0,0
【福岡県】福岡市海づり公園｜都市部から30分！手ぶらOKの巨大釣り桟橋＆真鯛釣堀 — 海上アングラー,/blog/fukuoka-city-sea-fishing-park/,new,1,1,1,65,1,0,1,1,1,65,1,0,1,1,1,65,1,0,0,0,0,0,0,0
【福岡県】福岡市海づり公園｜都市部から30分！手ぶらOKの巨大釣り桟橋＆真鯛釣堀 — 海上アングラー,/fishing-facility/fukuoka-city-sea-fishing-park/,new,1,1,1,143,1,0,1,1,1,143,1,0,1,1,1,143,1,0,0,0,0,0,0,0
【福岡県】脇田（わいた）海釣り桟橋｜手ぶらセット800円！響灘のコスパ最強スポット — 海上アングラー,/blog/waita-sea-fishing-pier/,new,1,1,1,54,1,0,1,1,1,54,1,0,1,1,1,54,1,0,0,0,0,0,0,0
【長崎県】ジャンボフィッシング村｜予約不要・リリースOK！佐世保の「釣れる」海洋レジャー施設 — 海上アングラー,/blog/jumbo-fishing-mura/,new,1,1,1,5,1,0,1,1,1,5,1,0,1,1,1,5,1,0,0,0,0,0,0,0
【長崎県】ジャンボフィッシング村｜予約不要・リリースOK！佐世保の「釣れる」海洋レジャー施設 — 海上アングラー,/fishing-facility/jumbo-fishing-mura/,new,1,1,1,53,1,0,1,1,1,53,1,0,0,0,0,0,0,0,1,1,1,53,1,0
【長崎県】新上五島町海上釣り堀｜五島列島の至宝！手ぶらで1時間、幻のクエや青物を狙い撃ち — 海上アングラー,/blog/shinkamigoto-sea-fishing-pond/,new,1,1,1,10,1,0,1,1,1,10,1,0,1,1,1,10,1,0,0,0,0,0,0,0
【閉業】海釣り公園みかた｜釣ってその場でBBQ！食育にも最適な体験型釣り堀（福井県若狭町） — 海上アングラー,/blog/sea-fishing-park-mikata/,established,1,1,2,288,1,0,1,1,2,288,1,0,1,1,2,288,1,0,0,0,0,0,0,0
【閉業】海釣り公園みかた｜釣ってその場でBBQ！食育にも最適な体験型釣り堀（福井県若狭町） — 海上アングラー,/fishing-facility/sea-fishing-park-mikata/,new,1,1,2,64,1,0,1,1,2,64,1,0,0,0,0,0,0,0,1,1,2,64,1,0
"【静岡県】フィッシングパーク土肥｜1,500円で手ぶら海釣り体験！西伊豆の穴場 — 海上アングラー",/blog/fishing-park-toi/,new,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
【静岡県】新居弁天海釣公園｜24時間営業で浜名湖を満喫できる釣りスポット — 海上アングラー,/blog/araibenten-sea-fishing-park/,new,1,1,1,20,1,0,1,1,1,20,1,0,0,0,0,0,0,0,1,1,1,20,1,0
【静岡県】海上釣り堀 太公望｜釣ってその場で食べる！網代港の究極体験 — 海上アングラー,(not set),new,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
【香川県】直島つり公園｜入園料わずか100円！アートの聖地で楽しむ絶景＆本格海釣り — 海上アングラー,/blog/naoshima-fishing-park/,new,1,1,1,26,1,0,1,1,1,26,1,0,0,0,0,0,0,0,1,1,1,26,1,0
"【高知県】筏釣り 高橋渡船｜最大11時間遊んで4,000円！海上BBQも可能な極上の遊び場 — 海上アングラー",/blog/raft-fishing-takahashi/,new,1,1,1,58,1,0,1,1,1,58,1,0,1,1,1,58,1,0,0,0,0,0,0,0
"【高知県】筏釣り 高橋渡船｜最大11時間遊んで4,000円！海上BBQも可能な極上の遊び場 — 海上アングラー",/fishing-facility/raft-fishing-takahashi/,new,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1
イサキを海上釣り堀で数釣り！タナ取りの基本と連掛けのコツ — 海上アングラー,/tactics/fish-strategy/,new,1,1,1,222,1,0,1,1,1,222,1,0,1,1,1,222,1,0,0,0,0,0,0,0
カンパチを海上釣り堀で確実に釣る方法｜大型青物の最強攻略ガイド — 海上アングラー,/blog/tactics/fish-strategy/kanpachi/,new,1,1,1,246,1,0,1,1,1,246,1,0,1,1,1,246,1,0,0,0,0,0,0,0
カンパチを海上釣り堀で確実に釣る方法｜大型青物の最強攻略ガイド — 海上アングラー,/tactics/fish-strategy/kanpachi/,new,1,1,1,258,1,0,1,1,1,258,1,0,1,1,1,258,1,0,0,0,0,0,0,0
三重県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/mie/,established,1,1,2,76,1,0,1,1,2,76,1,0,0,0,0,0,0,0,1,1,2,76,1,0
三重県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/mie/,new,1,1,1,44,1,0,1,1,1,44,1,0,0,0,0,0,0,0,1,1,1,44,1,0
兵庫県の海上釣り堀・海釣り施設一覧（西日本） — 海上アングラー,/fishing-facility/west-japan/hyogo/,new,1,1,1,10,1,0,1,1,1,10,1,0,0,0,0,0,0,0,1,1,1,10,1,0
安全・快適な釣行のために｜ライフジャケットとウェアの基本装備 — 海上アングラー,/blog/tactics/gear/safety-gear-guide/,new,1,1,1,6,0,1,1,1,1,6,0,1,1,1,1,6,0,1,0,0,0,0,0,0
海上アングラー — 日本一の海上釣り堀総合情報サイト,/blog/kariyawan-fishing-center/,new,1,1,1,117,1,0,1,1,1,117,1,0,0,0,0,0,0,0,1,1,1,117,1,0
海上釣り堀 攻略法 (必釣タクティクス) — 海上アングラー — 海上アングラー,/tactics/,established,1,1,1,16,1,0,1,1,1,16,1,0,0,0,0,0,0,0,1,1,1,16,1,0
海上釣り堀 魚種別攻略ガイド｜ターゲットに合わせた必勝法を伝授 — 海上アングラー,/tactics/fish-strategy/,new,1,1,3,138,1,0,1,1,3,138,1,0,1,1,3,138,1,0,0,0,0,0,0,0
海上釣り堀のウキ仕掛け入門｜棚取りの精度を上げるための必須アイテム — 海上アングラー,/tactics/gear/uki-setup/,new,1,1,1,52,1,0,1,1,1,52,1,0,0,0,0,0,0,0,1,1,1,52,1,0
海上釣り堀のブリ（ワラサ・メジロ）攻略。大型青物の引きを制する秘策 — 海上アングラー,/tactics/fish-strategy/,new,1,1,1,176,1,0,1,1,1,176,1,0,1,1,1,176,1,0,0,0,0,0,0,0
海上釣り堀の歴史。いつから始まり、どう進化したのか？そのルーツを探る — 海上アングラー,/blog/history-of-fishing-pond/,new,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
真鯛が赤くなる理由とは？釣り堀で役立つ魚の習性と色の関係性 — 海上アングラー,/blog/why-madai-red/,new,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,2,0,1,0,0,0,0,0,0
竿（ロッド）選びのポイント｜長さ・硬さ・ターゲット別の使い分け — 海上アングラー,/blog/tactics/gear/rod-selection/,new,1,1,1,25,1,0,1,1,1,25,1,0,0,0,0,0,0,0,1,1,1,25,1,0
針のサイズと形状が釣果を決める。号数・軸長・ネムリの科学 — 海上アングラー,/blog/hook-size-science/,new,1,1,1,19,1,0,1,1,1,19,1,0,1,1,1,19,1,0,0,0,0,0,0,0
釣った魚の扱い方｜針の外し方から鮮度を保つ「締め方」の基本 — 海上アングラー,/tactics/beginner/fish-handling/,new,1,1,1,67,1,0,1,1,1,67,1,0,0,0,0,0,0,0,1,1,1,67,1,0
釣り堀の魚と天然魚は味が違うのか？養殖魚の「食味の真実」 — 海上アングラー,/blog/wild-vs-farmed-taste/,new,1,1,1,29,1,0,1,1,1,29,1,0,1,1,1,29,1,0,0,0,0,0,0,0
釣り場を探す — 海上アングラー,(not set),new,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
釣り場を探す — 海上アングラー,/,new,1,1,1,25,1,0,1,1,1,25,1,0,0,0,0,0,0,0,1,1,1,25,1,0
釣り場を探す — 海上アングラー,/fishing-facility/,new,1,1,1,37,1,0,1,1,1,37,1,0,1,1,1,37,1,0,0,0,0,0,0,0
閉じた生け簀にも潮は流れる。釣り堀内の水の動きを読む方法 — 海上アングラー,/blog/intelligence/2026-05-w05/,new,1,1,1,20,1,0,1,1,1,20,1,0,1,1,1,20,1,0,0,0,0,0,0,0
閉じた生け簀にも潮は流れる。釣り堀内の水の動きを読む方法 — 海上アングラー,/column/trivia/tide-inside-pond/,established,1,1,1,46,1,0,1,1,1,46,1,0,1,1,1,46,1,0,0,0,0,0,0,0
難敵イシダイ（石鯛）攻略！海上釣り堀で高級魚を手にする究極のエサと技 — 海上アングラー,/tactics/fish-strategy/,new,1,1,1,599,1,0,1,1,1,599,1,0,1,1,1,599,1,0,0,0,0,0,0,0
難敵イシダイ（石鯛）攻略！海上釣り堀で高級魚を手にする究極のエサと技 — 海上アングラー,/tactics/fish-strategy/ishidai/,new,1,1,1,221,1,0,1,1,1,221,1,0,1,1,1,221,1,0,0,0,0,0,0,0
餌（エサ）の種類と付け方の基本｜海上釣り堀で役立つ代表的な餌 — 海上アングラー,/blog/tactics/beginner/bait-guide/,new,1,1,1,25,1,0,1,1,1,25,1,0,1,1,1,25,1,0,0,0,0,0,0,0
高級魚シマアジを海上釣り堀で攻略｜繊細なアタリと強烈な引きへの対策 — 海上アングラー,/blog/shimaji-strategy/,established,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
高級魚シマアジを海上釣り堀で攻略｜繊細なアタリと強烈な引きへの対策 — 海上アングラー,/tactics/fish-strategy/shimaji/,established,1,1,1,11,1,0,1,1,1,11,1,0,1,1,1,11,1,0,0,0,0,0,0,0
魚の視覚と嗅覚を理解する｜なぜエサの色や匂いが重要なのか？ — 海上アングラー,/blog/tactics/beginner/fish-senses/,new,1,1,1,20,1,0,1,1,1,20,1,0,1,1,1,20,1,0,0,0,0,0,0,0
Error 404 — 海上アングラー,/2025/07/chubu-tokai/toyohamaturi-aichi/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
Error 404 — 海上アングラー,/2025/11/コラム/japan11-seapond-techinformation/,new,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
Error 404 — 海上アングラー,/2025/11/コラム/kansai-chubu-11-lastchance/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Error 404 — 海上アングラー,/blog/sea-fishing-park-mikata/,new,1,1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28,1,0
「雨の日は釣れる」は本当か？天候・気圧・濁りが魚の活性に与える影響を徹底検証 — 海上アングラー,/column/trivia/rainy-day-fishing-truth/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
【広島県】しまなみ海道 つり堀公園｜絶景の瀬戸内海で手ぶら釣り！生口島の癒やしスポット — 海上アングラー,/fishing-facility/shimanami-kaido-fishing-park/,new,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
【意外と知らない】海上釣り堀で一番釣れる『棚』の合わせ方と基本の考え方 — 海上アングラー,/column/trivia/tana-basics/,new,1,1,1,34,1,0,1,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
【淡路島】施設の選び方から家族向け1泊2日スケジュールまで完全ガイド — 海上アングラー,/column/travel/awaji-family-trip/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
なぜ朝イチが一番釣れるのか？「朝マズメ」の科学的メカニズム — 海上アングラー,/column/trivia/morning-magic-science/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
プライバシーポリシー — 海上アングラー,/privacy/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
海上アングラーについて — 海上アングラー,/about/,new,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
海上釣り堀のウキ仕掛け入門｜棚取りの精度を上げるための必須アイテム — 海上アングラー,/column/trivia/tana-basics/,new,1,1,1,15,1,0,1,1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
海上釣り堀・初心者ガイド｜初めての1匹を釣るための完全ロードマップ — 海上アングラー,/tactics/beginner/,new,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
餌（エサ）の種類と付け方の基本｜海上釣り堀で役立つ代表的な餌 — 海上アングラー,/tactics/beginner/,new,1,1,0,66,1,0,0,0,0,0,0,0,1,1,0,66,1,0,0,0,0,0,0,0
【福井県】シーパーク丹生｜手ぶらでGO！釣った真鯛をその場でBBQ！究極の「食育」体験 — 海上アングラー,(not set),new,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1

